ROW	resume-claude	grown	Grown Hidden	gamma	/work/gamma			100	5	700	4300	1		1	0	0	0	0	0	0

SCENARIO	split-and-multiserver
META	hidden=0	empty=0	projects=dup,split
DIR	dup	/work/dup
DIR	split	/work/split
ROW	new-claude		New Claude chat	dup	/work/dup			0	0	0	0	1		0	0	0	0	0	0	0
ROW	live-claude	duplicate	Duplicate	dup	/work/dup	cc-300-1-1	%4	500	8	300	0	1		0	0	0	0	0	2	0
ROW	live-split		One+Two	split	/work/split	cc-100-1-1		350	5	200	0	0	1,2	0	0	0	0	0	1	2

SCENARIO	caps-overflow
META	hidden=0	empty=10	projects=caps
DIR	caps	/work/caps
ROW	new-claude		New Claude chat	caps	/work/caps			0	0	0	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-34	Claude-34	caps	/work/caps			100	1	35	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-33	Claude-33	caps	/work/caps			100	1	34	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-32	Claude-32	caps	/work/caps			100	1	33	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-31	Claude-31	caps	/work/caps			100	1	32	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-30	Claude-30	caps	/work/caps			100	1	31	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-29	Claude-29	caps	/work/caps			100	1	30	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-28	Claude-28	caps	/work/caps			100	1	29	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-27	Claude-27	caps	/work/caps			100	1	28	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-26	Claude-26	caps	/work/caps			100	1	27	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-25	Claude-25	caps	/work/caps			100	1	26	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-24	Claude-24	caps	/work/caps			100	1	25	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-23	Claude-23	caps	/work/caps			100	1	24	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-22	Claude-22	caps	/work/caps			100	1	23	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-21	Claude-21	caps	/work/caps			100	1	22	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-20	Claude-20	caps	/work/caps			100	1	21	0	1		0	0	0	0	0	0	0
ROW	resume-claude	claude-19	Claude-19	caps	/work/caps			100	1	20	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-19	Codex-19	caps	/work/caps			100	1	20	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-18	Claude-18	caps	/work/caps			100	1	19	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-18	Codex-18	caps	/work/caps			100	1	19	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-17	Claude-17	caps	/work/caps			100	1	18	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-17	Codex-17	caps	/work/caps			100	1	18	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-16	Claude-16	caps	/work/caps			100	1	17	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-16	Codex-16	caps	/work/caps			100	1	17	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-15	Claude-15	caps	/work/caps			100	1	16	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-15	Codex-15	caps	/work/caps			100	1	16	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-14	Claude-14	caps	/work/caps			100	1	15	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-14	Codex-14	caps	/work/caps			100	1	15	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-13	Claude-13	caps	/work/caps			100	1	14	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-13	Codex-13	caps	/work/caps			100	1	14	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-12	Claude-12	caps	/work/caps			100	1	13	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-12	Codex-12	caps	/work/caps			100	1	13	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-11	Claude-11	caps	/work/caps			100	1	12	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-11	Codex-11	caps	/work/caps			100	1	12	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-10	Claude-10	caps	/work/caps			100	1	11	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-10	Codex-10	caps	/work/caps			100	1	11	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-09	Claude-09	caps	/work/caps			100	1	10	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-09	Codex-09	caps	/work/caps			100	1	10	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-08	Claude-08	caps	/work/caps			100	1	9	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-08	Codex-08	caps	/work/caps			100	1	9	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-07	Claude-07	caps	/work/caps			100	1	8	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-07	Codex-07	caps	/work/caps			100	1	8	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-06	Claude-06	caps	/work/caps			100	1	7	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-06	Codex-06	caps	/work/caps			100	1	7	0	0		0	0	0	0	0	0	0
ROW	resume-claude	claude-05	Claude-05	caps	/work/caps			100	1	6	0	1		0	0	0	0	0	0	0
ROW	resume-codex	codex-05	Codex-05	caps	/work/caps			100	1	6	0	0		0	0	0	0	0	0	0
